Concept_ID	Concepts_and_Synonyms
C4023383_T033	narrow internal auditory canal
M00001775_T033;M00001775_T047	enlarged vestibular aqueduct|dilated vestibular aqueduct|DFNB4|DVA
C4021154_T033	enlarged cochlear aqueduct
C1842364_T033	central hypotonia
C4021152_T190	abnormal cns myelination
D00000541_T777	normal cns myelination
C4023373_T047	demyelinating sensory neuropathy
C4023370_T033	moderate intrauterine growth retardation
P00000083_T888	caesarian section
C0341808_T033	forceps delivery|delivery forceps
C1456852_T033	ventouse delivery
P00000030_T888	vacuum extraction
D00000542_T777	vacuum traction
C2825567_T033	vacuum-assisted vaginal delivery|Vacuum assisted vaginal delivery
C0269825_T046	shoulder dystocia|dystocia shoulder|Impacted shoulders|shoulder impact
C0270254_T047	hydropic placenta
C0426234_T033	calcified placenta
C0554393_T046	placental infarction|placental infarct
C0405028_T033	long umbilical cord
C0269852_T190	vasa previa|vasa praevia
M00004233_T046	placental abruption|abruptio placentae|ablatio placentae|abruption placental|Abruption, Placental|abruptio placenta|accidental haemorrhage|accidental hemorrhage|Detachment of placenta|placenta abruptio|placentae abruptio|Placental Abruptions|placental separation|Premature separation of normally implanted placenta|premature separation of placenta
C1546180_T033	age of death|Age at death|age death|ages death|death age
C4023368_T033	death in adolescence
C0085679_T047	hyperchloremia|Hyperchloraemia|Increased chloride levels
D00000543_T777	chloremia
C0856208_T033	increased serum zinc
C0854520_T046	hyperzincemia
D00000544_T777	zincemia
C3532166_T033	fetal choroid plexus cysts|Fetal choroid plexus cyst
C4023361_T033	high maternal serum alpha-fetoprotein
C4021150_T033	high maternal serum hcg
C4023360_T033	low maternal serum papp-a
C4023359_T033	abnormal maternal serum screening
C4023358_T047	maternal autoimmune disease
C4023355_T033	alcohol-induced rhabdomyolysis
C0231521_T184	decorticate rigidity
M00005286_T047	athetoid cerebral palsy|cerebral palsy athetoid|Cerebral Palsy, Athetoid|dyskinetic cerebral palsy|Vogts disease
C0030779_T047	pelger-huet anomaly|pelger huet anomaly|Pelger - Huet anomaly|Pelger-Hu??t anomaly|Pelger Hu??t Anomaly|Pelger Hu??t Nuclear Anomaly|Pelger-Hu??t Nuclear Anomaly|PHA
C0238651_T033	ankle clonus|Foot clonus
C0520823_T033	knee clonus|patellar clonus
C0007684_T047	cns infection|central nervous system infection|Central nervous system--Infections|Central Nervous System Infections|Central Nervous System Infectious Disease|cns infections|INFECT CNS|Infections, Central Nervous System
C2677180_T019	congenital microcephaly|Microcephaly, congenital|microcephaly present at birth
C4020749_T033	head circumference small for gestational age
C4023349_T190	abnormality of the malleus
C0576900_T033	absent malleus|Malleus absent
C0576909_T033	absent stapes|Stapes absent
M00001241_T047;M00001241_T033	loss of eyelashes
C0740651_T184	abdominal symptom|abdominal symptoms
M00000946_T191	esophageal carcinoma|cancer of esophagus|Cancer of oesophagus|Cancer of the Esophagus|carcinoma esophageal|carcinoma esophageal cancer|carcinoma esophagus|carcinoma oesophagus|carcinoma of esophagus|carcinoma of oesophagus|Carcinoma of the Esophagus|esophageal cancer|esophagus carcinoma|ESOPHAGUS, CARCINOMA|oesophageal carcinoma|esophageal neoplasm|esophageal mass|esophageal masses|esophageal neoplasms|esophageal tumor|esophageal tumors|Esophagus Neoplasms|esophagus tumor|esophagus tumors|Esophagus--Tumors|Neoplasm of esophagus|Neoplasm of the Esophagus|Neoplasms, Esophageal|tumor of esophagus|Tumor of the Esophagus|Tumour of oesophagus|Cancer, Esophageal|Cancer, Esophagus|Cancers, Esophageal|Cancers, Esophagus|Esophageal Cancers|Esophageal malignant tumor|esophagus cancer|Esophagus--Cancer|Esophagus Cancers|Malignant Esophageal Neoplasm|Malignant Esophageal Tumor|Malignant neoplasm of esophagus|Malignant Neoplasm of the Esophagus|Malignant Tumor of the Esophagus|oesophageal cancer|oesophageal neoplasm|oesophagus cancer
M00000999_T191	carcinoma|carcinoma|Rat Carcinoma|epithelial neoplasm
C4023347_T033	fetal onset
C3554568_T033	young adult onset|Young-adult onset
C1837352_T033	childhood onset|Childhood-onset|Onset in childhood
M00000094_T019;M00000094_T033	absent gallbladder|Gallbladder absent|agenesis of the gallbladder|agenesis gallbladder|Agenesis of gallbladder|aplasia of the gallbladder|congenital absence of gallbladder|gallbladder agenesis
C0858722_T184	twitching of facial muscles|facial twitch|facial twitching
C0232608_T184	nasal regurgitation
M00005267_T047;M00005267_T033	villous atrophy|atrophy villous|villous degeneration|atrophy of small intestinal villi|Intestinal villous atrophy
C2677378_T033	duodenal villous atrophy
C4023339_T190	persistent stapedial artery
C4023338_T047	profound sensorineural hearing impairment
C0585545_T033	upbeat nystagmus
C2675590_T033	true anophthalmia
C3640024_T019	unilateral microphthalmos
C0152252_T047	anterior synechiae|Anterior synechiae of iris|iridocorneal synechia
C0152253_T047	iridolenticular adhesions|posterior synechiae
C4023334_T019	corneolenticular adhesion
C3810451_T033	increased corneal thickness
M00001503_T047;M00001503_T033	corneal neovascularization|corneal vascularization|corneal vascularization|Angiogenesis, Corneal|Corneal Angiogenesis|corneal neovascularisation|Corneal Neovascularizations|corneal vascularisation|limbal neovascularization|Neovascularization, Corneal
D00000545_T777	limb neovascularization
D00000546_T777	limbal vascularization
C0154916_T047	iris neovascularization|Iris neovascularisation|neovascularization of the iris|rubeosis iridis|Rubeotic iris
D00000547_T777	iris vascularization
C4023325_T019	partial aniridia
M00003061_T184;M00003061_T033	mydriasis|dilated pupil|dilated pupils|large pupil|large pupils|Mydriatic pupil|pupil dilated|pupil dilation|pupillary dilatation|pupillary dilation|pupils dilated|Wide pupil
M00004269_T019;M00004269_T033	polycoria
C0344262_T019	anterior lenticonus
C0344263_T019	posterior lenticonus|Lenticonus posterior
C0730330_T047	bulls eye maculopathy|chloroquine retinopathy
M00003235_T047	cystoid macular edema|CYMD|Cystoid Macular Dystrophy|cystoid macular oedema|DCMD|Edema, Cystoid Macular|macular edema|Macular Edema, Cystoid|MDDC|edema macular|Edema, Macular|macular oedema|Retinal edema, macular
C0600518_T046	choroidal neovascularization|Choroidal Neovascularizations|choroid neovascularization|Neovascularization, choroidal
D00000548_T777	choroidal vascularization
C4023322_T033	macular flecks|Flecks
M00003237_T047;M00003237_T033	macular hole|hole macular|Hole, Macular|holes macular|Holes, Macular|macular holes
C0745109_T033	macular hyperpigmentation
D00000549_T777	macular pigmentation
M00001870_T047	drusen|drusens
C4023321_T047	macular schisis
D00000550_T777	pigmentation of the fundus
D00000551_T777	pigmented fundi
C4023319_T190	abnormal stereopsis
D00000552_T777	normal stereopsis
D00000553_T777	rod monochromat
C4023318_T047	cone monochromacy
C4023317_T047	dichromacy
C4023316_T190	anomalous trichromacy
C0155015_T047	protanopia|Protan defect|protanomaly|red-blind
D00000554_T777	anopia|anopia
D00000555_T777	d-blind
C0271119_T033	iris cyst|Cyst of iris|Cyst of the Iris
C0346373_T191	iris melanoma|anterior uveal melanoma|Iris Malignant Melanoma|iris melanomas|Malignant melanoma of iris|Malignant Melanoma of the Iris|melanoma iris|melanoma, iris|Melanoma of Iris|Melanoma of the Iris
C0346376_T191	iris nevus|Iris naevus|Nevus of the Iris
C1622439_T019	lentiglobus
C0035321_T047	retinal hole|atrophic retinal hole|Break, Retinal|Breaks, Retinal|hole retinal|Hole, Retinal|Holes, Retinal|Retinal break|retinal breaks|Retinal Dialyses|retinal dialysis|retinal holes|retinal perforation|retinal perforations|retinal tear|retinal tears|retina tear|Tear, Retinal|Tears, Retinal
M00005284_T047;M00005284_T033	vitritis|hyalitis|vitreitis
C0423431_T033	subretinal exudate
M00004759_T047	snowflake vitreoretinal degeneration|SVD
C3164923_T033	normal atrial arrangement|Atrial situs solitus|Usual atrial arrangement
C3178806_T019	right atrial isomerism|Atrial Isomerism, Right|RAI
C3178807_T019	left atrial isomerism
C4023312_T190	atrial situs inversus
C3164429_T019	atrial heterotaxy
C0344616_T019	congenitally corrected transposition of the great arteries|Congenitally corrected transposition of great arteries|Congenitally corrected transposition of the great vessels|Corrected transposition of great vessels|l-transposition|Transposition of the great arteries, congenitally corrected
C0232301_T033	ventricular inversion
C0344612_T019	abnormal atrioventricular connection
C0344617_T019	ambiguous atrioventricular connection
C0344615_T019	discordant atrioventricular connection
C4023302_T190	double inlet atrioventricular connection
C0344622_T019	double inlet left ventricle
C0344621_T019	double inlet right ventricle
C0344760_T019	mitral atresia|mitral valve atresia
C4023297_T190	straddling atrioventricular valve
C4023296_T190	abnormal ventriculo-arterial connection
C4021143_T190	hammock mitral valve
C0392482_T019	common atrium|Absence of atrial septum|Cor triloculare biventriculare|single atrium
C0344697_T019	cor triatriatum dexter|Divided right atrium|cor triatriatum dextrum
D00000556_T777	triatriatum dextrum
C0344730_T019	sinus venosus atrial septal defect|Atrial Septal Defect Sinus Venosus|Sinus venosus defect
D00000557_T777	venosus atrial septal defect
C0344770_T019	double orifice mitral valve|Double-orifice mitral valve
C4023295_T190	cleft anterior mitral valve leaflet
C0158618_T019	congenital mitral stenosis
C0546965_T019	parachute mitral valve
C4021142_T019	supramitral ring|membranous supravalvular mitral stenosis|supravalvular mitral ring
D00000558_T777	mitral ring
C4023294_T019	hypoplastic tricuspid valve
C0265837_T019	tricuspid valve hypoplasia
C4023293_T190	imperforate atrioventricular valve
C4023292_T190	imperforate tricuspid valve
C4023291_T019	intermediate atrioventricular canal defect|intermediate atrioventricular septal defect
C3280940_T033	unbalanced atrioventricular canal defect|unbalanced atrioventricular septal defect
D00000559_T777	balanced atrioventricular septal defect
C0265809_T019	double outlet left ventricle|Double-outlet left ventricle
C4023287_T019	abdominal ectopia cordis
C4023286_T190	cervical ectopia cordis
C4023284_T019	thoracic ectopia cordis
C4023283_T019	thoracoabdominal ectopia cordis
C0345065_T019	cervical aortic arch
C3532020_T019	bovine arch
C4021141_T190	common brachiocephalic trunk
C0265883_T019	double aortic arch|aortic arch double|Aortic Arch, Double
C0265885_T019	kommerell diverticulum|Aortic diverticulum|Diverticulum of Kommerell|Kommerells diverticulum
C4021140_T190	right aortic arch with aberrant left subclavian artery
M00003459_T019;M00003459_T033	mesocardia
C4023272_T019	congenitally corrected transposition of the great arteries with ventricular septal defect
C4021137_T019	type ii truncus arteriosus|type 2 truncus arteriosus
C4021136_T019	type 3 truncus arteriosus
C4021135_T019	type iv truncus arteriosus
M00002927_T019;M00002927_T033	interrupted aortic arch
P00000031_T888	aortic arch obstruction
C0345092_T019	interrupted aortic arch type a|Type A interrupted aortic arch
C0345093_T019	interrupted aortic arch type b|Type B interrupted aortic arch|interrupted aortic arch, type b
C0345094_T019	interrupted aortic arch type c|Type C interrupted aortic arch
C0265812_T019	left ventricular - right atrial communication|Left ventricular-right atrial communication
C0685707_T019	muscular ventricular septal defect
C4023264_T190	apical muscular ventricular septal defect
C4023263_T190	multiple muscular ventricular septal defects|swiss cheese ventricular septal defect
C4023262_T019	aorto-ventricular tunnel
C4023261_T019	congenital defect of the pericardium
C0345140_T019	total absence of the pericardium|Congenital absence of pericardium|congenital absence of the pericardium|absent pericardium
C4023252_T190	anomalous origin of coronary artery from the pulmonary artery
C1735886_T047	anomalous origin of left coronary artery from the pulmonary artery|alcapa|ALCAPA Syndrome|anomalous left coronary artery from the pulmonary artery|Anomalous origin of left coronary artery from pulmonary artery|Bland White Garland Syndrome|Bland-White-Garland Syndrome
M00001507_T033;M00001507_T190;M00001507_T019;M00001507_T047	coronary artery fistula|Congenital coronary artery fistula|coronary fistula
C2063331_T019	coronary sinus atrial septal defect
C3163894_T019	coronary sinus diverticulum|diverticulum of the coronary sinus
M00001835_T046;M00001835_T190	diverticulum|diverticulum|Diverticula
C4476551_T190	dilatation of the sinus of valsalva
C2062868_T047	aneurysm of the aortic sinus|aortic sinus aneurysm
C2239253_T047	sinus of valsalva aneurysm|aneurysm of sinus of valsalva|aneurysm of sinus valsalva|sinus valsalva aneurysm
C4023250_T190	juxtaductal coarctation of the aorta
C0265879_T019	postductal coarctation of the aorta|postductal aortic coarctation
D00000560_T777	ductal aortic coarctation
C0431501_T019	bilateral ductus arteriosus
C4023244_T019	double outlet right ventricle with subaortic ventricular septal defect and pulmonary stenosis
C1302264_T019	tetralogy of fallot with absent pulmonary valve|tetralogy of fallot with absent pulmonary valve syndrome
C4021134_T019	hemitruncus
C0243002_T019	tricuspid atresia|Absent Right Atrioventricular Connection|Atresia, Tricuspid|Atresia, Tricuspid Valve|Right atrioventricular valve atresia|Tricuspid Atresias|tricuspid valve atresia|TRICUSPID VALVE, ATRESIA
C2063326_T047	right ventricular cardiomyopathy|cardiomyopathy, right ventricular
C4021133_T047	left ventricular noncompaction cardiomyopathy|left ventricular non-compaction cardiomyopathy|LVNC
C1739395_T047	takotsubo cardiomyopathy|Apical Ballooning Syndrome|Broken heart syndrome|broken-heart syndrome|Cardiomyopathy, Stress|Cardiomyopathy, Tako-tsubo|Cardiomyopathy, Takotsubo|Left Ventricular Apical Ballooning Syndrome|Left ventricular ballooning syndrome|Stress cardiomyopathy|Syndrome, Apical Ballooning|Syndrome, Broken Heart|Syndrome, Tako-tsubo|Tako tsubo Cardiomyopathy|Tako-tsubo Cardiomyopathy|Takotsubo syndrome|Tako tsubo Syndrome|Tako-tsubo Syndrome|Transient Apical Ballooning Syndrome
C0344656_T019	absent right superior vena cava
C4023237_T019	interrupted inferior vena cava with azygous continuation
M00001028_T191	cardiac myxoma
C1707298_T191	cardiac hemangioma
C1112387_T191	cardiac teratoma
M00000482_T033;M00000482_T046	arrhythmia|arrhythmias|Abnormal heart rhythms|Arrhythmia, Cardiac|ARRHYTHMIA CARDIAC|Arrhythmias, Cardiac|Arrythmia|cardiac arrhythmia|cardiac arrhythmias|cardiac dysrhythmia|cardiac dysrhythmias|cardiac rhythm disturbance|cardiac rhythm disturbances|DEFECT CONDUCTION|Disorder of heart rhythm|dysrhythmia|Dysrhythmia, Cardiac|Dysrhythmias|heart arrhythmia|heart arrhythmias|HEART: RHYTHM|heart rhythm disorders|irregular heart beat|irregular heartbeat|irregular heart beats|irregular heart rate|Palpitations - irregular
C1744601_T184	abnormal heart rate|abnormal heart beat|heart rate abnormal
C2712143_T033	normal heart rate|heart rate normal|normal heart beat
C1842820_T033	cardiac conduction abnormalities
M00001024_T047;M00001024_T046;M00001024_T033	cardiac conduction defects|Cardiac Conduction Defect|Conduction Defect, Cardiac
C4023234_T019	tetralogy of fallot with pulmonary atresia and major aortopulmonary collateral arteries
C0344881_T019	tetralogy of fallot with pulmonary stenosis
M00004947_T019	subarterial ventricular septal defect|conal ventricular septal defect|doubly committed ventricular septal defect|infundibular ventricular septal defect|supracristal ventricular septal defect
D00000561_T777	arterial ventricular septal defect
C0344925_T019	perimembranous ventricular septal defect|conoventricular ventricular septal defect|membranous ventricular septal defect|membranous ventricular septal defect|paramembranous ventricular septal defect|ventricular septal defect, perimembranous
P00000032_T888	perimembraneous ventricular septal defect
